DateTime,SpeedChanged_speedX,SpeedChanged_speedY,SpeedChanged_speedZ,AltitudeChanged_altitude,AttitudeChanged_roll,AttitudeChanged_pitch,AttitudeChanged_yaw,GpsLocationChanged_latitude,GpsLocationChanged_longitude,GpsLocationChanged_altitude,GpsLocationChanged_latitude_accuracy,GpsLocationChanged_longitude_accuracy,GpsLocationChanged_altitude_accuracy,HomeChanged_latitude,HomeChanged_longitude,HomeChanged_altitude,moveByEnd_dX,moveByEnd_dY,moveByEnd_dZ,moveByEnd_dPsi,WifiSignalChanged_rssi,BatteryStateChanged_percent,FlyingStateChanged_state_unknown,FlyingStateChanged_state_landed,FlyingStateChanged_state_takingoff,FlyingStateChanged_state_hovering,FlyingStateChanged_state_flying,FlyingStateChanged_state_landing,FlyingStateChanged_state_emergency,FlyingStateChanged_state_usertakeoff,FlyingStateChanged_state_motor_ramping,FlyingStateChanged_state_motor_emergency_landing,HomeTypeAvailabilityChanged_type_UNKNOWN,HomeTypeAvailabilityChanged_type_TAKEOFF,HomeTypeAvailabilityChanged_type_PILOT,HomeTypeAvailabilityChanged_type_FIRST_FIX,HomeTypeAvailabilityChanged_type_FOLLOWEE,is_target
2024-08-27 19:28:24.447666168,0.0,0.0,0.0,0.0,-0.0013525718823075294,-0.002780723152682185,-0.49935877323150635,-22.004827333333274,-47.932683666666634,848.7000122070312,0,1,1,-22.004826666666666,-47.932683166666656,2.0,0.0,0.0,0.0,0.0,-44,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-08-27 19:28:24.548115015,0.0,0.0,0.0,0.0,-0.0013601138489320874,-0.0029929233714938164,-0.4994119107723236,-22.004827333333274,-47.932683666666634,848.7000122070312,0,1,1,-22.004826666666666,-47.932683166666656,2.0,0.0,0.0,0.0,0.0,-44,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-08-27 19:28:24.648947954,0.0,0.0,0.0,0.0,-0.0013601138489320874,-0.0029929233714938164,-0.4994119107723236,-22.004827333333274,-47.932683666666634,848.7000122070312,0,1,1,-22.004826666666666,-47.932683166666656,2.0,0.0,0.0,0.0,0.0,-44,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-08-27 19:28:24.751404762,0.0,0.0,0.0,0.0,-0.0013601138489320874,-0.0029929233714938164,-0.4994119107723236,-22.004827333333274,-47.93268383333334,848.7000122070312,0,1,1,-22.004826666666666,-47.932683166666656,2.0,0.0,0.0,0.0,0.0,-44,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-08-27 19:28:24.859230757,0.0,0.0,0.0,0.0,-0.001355994725599885,-0.002944061765447259,-0.4994646906852722,-22.004827333333274,-47.93268383333334,848.7000122070312,0,1,1,-22.004826666666666,-47.932683166666656,2.0,0.0,0.0,0.0,0.0,-44,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-08-27 19:28:24.959645510,0.0,0.0,0.0,0.0,-0.001423944951966405,-0.002969782566651702,-0.4994799494743347,-22.004827333333274,-47.93268383333334,848.7000122070312,0,1,1,-22.004826666666666,-47.932683166666656,2.0,0.0,0.0,0.0,0.0,-44,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-08-27 19:28:25.060338497,0.0,0.0,0.0,0.0,-0.001423944951966405,-0.002969782566651702,-0.4994799494743347,-22.004827333333274,-47.93268383333334,848.7000122070312,0,1,1,-22.004826666666666,-47.932683166666656,2.0,0.0,0.0,0.0,0.0,-44,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-08-27 19:28:25.166145563,0.0,0.0,0.0,0.0,-0.0015258344355970621,-0.002725248457863927,-0.4994662404060364,-22.00482766666655,-47.932683666666634,848.7000122070312,0,1,1,-22.004826666666666,-47.932683166666656,2.0,0.0,0.0,0.0,0.0,-44,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-08-27 19:28:25.269071817,0.0,0.0,0.0,0.0,-0.0015258344355970621,-0.002725248457863927,-0.4994662404060364,-22.00482766666655,-47.932683666666634,848.7000122070312,0,1,1,-22.004826666666666,-47.932683166666656,2.0,0.0,0.0,0.0,0.0,-44,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-08-27 19:28:25.370273352,0.0,0.0,0.0,0.0,-0.0015639123739674687,-0.002659029560163617,-0.4994437098503113,-22.00482766666655,-47.932683666666634,848.7000122070312,0,1,1,-22.004826666666666,-47.932683166666656,2.0,0.0,0.0,0.0,0.0,-44,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-08-27 19:28:25.471202374,0.0,0.0,0.0,0.0,-0.0015639123739674687,-0.002659029560163617,-0.4994437098503113,-22.00482766666655,-47.932683666666634,848.7000122070312,0,1,1,-22.004826666666666,-47.932683166666656,2.0,0.0,0.0,0.0,0.0,-44,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-08-27 19:28:25.574184418,0.0,0.0,0.0,0.0,-0.0016165436245501041,-0.002638676203787327,-0.4994472861289978,-22.00482766666655,-47.932683666666634,848.7000122070312,0,1,1,-22.004826666666666,-47.932683166666656,2.0,0.0,0.0,0.0,0.0,-44,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
