gyrXVar,gyrXMean,gyrXStd,gyrY,gyrY,gyrY,gyrZ,gyrZ,gyrZ,accXVar,accXMean,accXStd,accYVar,accYMean,accYStd,accZVar,accZMean,accZStd,latVar,latMean,latStd,lngVar,lngMean,lngStd,altVar,altMean,altStd,spdVar,spdMean,spdStd,VZMean,VZStd,VZVar,magXVar,magXMean,magXStd,magYVar,magYMean,magYStd,magZVar,magZMean,magZStd,baroAltVar,baroAltMean,baroAltStd,AttackOrNot
0.0050181502172677,-0.03547388184,0.070838903275444,0.0128735968499384,-0.0370261056,0.1134618739927136,0.2219573076310974,-9.80594332,0.4711234526438876,0.0089248927007909,0.01321333196,0.0944716502491141,0.0160873576209819,-0.0614313436,0.1268359476685611,0.0012097699141809,-0.03652431788,0.0347817468534993,1.0055999991172524e-12,34.206098680000004,1.0027960904975907e-06,2.3359999761535324e-13,108.91362311999998,4.833218364768482e-07,0.4054240000000029,419.844,0.6367291417863666,0.00782216,0.3328,0.0884429759788757,0.0052041875,-2.47225,0.072140054754623,0.0,5.707953,0.0,0.0,108.0,0.0,0.0,278.0,0.0,0.0,408.0,0.0,0.0
0.016857126337032,0.04509575056,0.1298349965803984,0.0079138540897372,-0.156574018344,0.0889598453783349,0.1350691843761216,-9.642437719999998,0.3675175973693255,0.0051414395205581,-0.0349399834,0.0717038319795958,0.0097273197106731,0.0428620842,0.0986271753152908,0.0006393806677922,0.0659115795999999,0.025285977691049,2.0559999980310247e-13,34.20609688,4.534313617330659e-07,1.0399999560949852e-14,108.91362344,1.0198038811923524e-07,0.3339759999999993,422.132,0.577906566842772,0.01719504,0.2744,0.1311298592998558,0.0130792499999999,-2.3675,0.1143645487028213,0.0,5.970746,0.0,0.0,110.0,0.0,0.0,276.0,0.0,0.0,422.0,0.0,0.0
0.0051962522741934,0.2257426796,0.0720850350224887,0.0086752830698519,-0.0782620706399999,0.0931411996371743,0.0722810603831583,-8.75744796,0.2688513722917521,0.018853901708021,0.0446488663999999,0.1373095106247962,0.0144369855847109,0.0232620948,0.1201540077763157,0.0009189148598214,-0.05519099012,0.0303136084922499,9.039999915698865e-14,34.20609804,3.006659261655511e-07,1.1304000052741772e-12,108.91362274,1.0632027112804863e-06,0.4119439999999955,424.40600000000006,0.6418286375661306,0.0276178517840016,0.27540002,0.1661861961295269,0.0292386874999999,-1.97275,0.1709932381704024,0.0,6.32396,0.0,0.0,107.0,0.0,0.0,266.0,0.0,0.0,414.0,0.0,0.0
0.016784589313481,0.1131218151999999,0.1295553523150666,0.0095597367785321,-0.0767481223399999,0.0977739064297429,0.0731178047154816,-8.864837719999999,0.2704030412467316,0.0159236665188128,-0.06118166848,0.1261890110858026,0.0103455478408302,-0.0738877267639999,0.1017130662247002,0.0562600926605852,-0.22906896596,0.2371921007550319,1.3839999919882902e-13,34.20609806,3.72021503677985e-07,4.1440000081786426e-13,108.91361966,6.437390782124884e-07,0.0361039999999972,426.074,0.1900105260242106,0.02462056,0.2812,0.1569094006106708,0.0901986874999999,-0.79075,0.3003309632721874,0.0,6.374823,0.0,0.0,118.0,0.0,0.0,275.0,0.0,0.0,417.0,0.0,0.0
0.0214662608272826,-0.06498946592,0.1465136881908397,0.0062796130423073,-0.2071884264,0.0792440095042352,0.09051093406368,-9.395876,0.3008503516096998,0.0054880972823176,0.0483441369599999,0.0740816933008258,0.0043036318526488,-0.08537964516,0.0656020720149057,0.0596103974371861,-0.11710718792,0.2441524061671031,7.903999999424283e-13,34.206096640000005,8.890444308033363e-07,2.569600007192812e-12,108.91361482,1.6029971950046613e-06,0.0040959999999983,426.278,0.0639999999999869,0.0241596,0.624,0.1554335871039461,0.016123499345,-0.2150000025,0.1269783420312299,0.0,6.728038,0.0,0.0,122.0,0.0,0.0,280.0,0.0,0.0,407.0,0.0,0.0
0.0129222611955786,-0.1850500084,0.1136761241227843,0.0066272263569515,-0.15870504168,0.0814077782337263,0.0847033162815935,-9.62743092,0.2910383416005416,0.0076334110857347,0.02454332964,0.0873693944452789,0.0148467815217551,0.100666744004,0.1218473697777476,0.0034795582672032,0.1867941476,0.0589877806600931,1.4224000031175982e-12,34.20609396,1.192644122577057e-06,1.8138400012615243e-11,108.91360436,4.258920052385962e-06,0.0013600000000004,426.39,0.036878177829178,0.0479727999999999,1.348,0.2190269389824,0.0076481874999999,-0.0792499999999999,0.0874539164360293,0.0,6.993656,0.0,0.0,120.0,0.0,0.0,283.0,0.0,0.0,404.0,0.0,0.0
0.0094632593861848,-0.28201132,0.0972792854938028,0.0116743779506774,-0.087493476956,0.1080480353855519,0.0478479842154624,-9.68112176,0.2187418209110055,0.0126180122764461,-0.055452896,0.1123299260057005,0.0076811544812009,-0.00400642188,0.0876421957803487,0.0058532011034011,-0.14183880528,0.0765062161095495,2.679999988741038e-13,34.2060918,5.176871631343622e-07,2.2465600001201432e-11,108.91358932,4.739789024967401e-06,0.0005359999999996,426.072,0.0231516738055731,0.00953216,1.7908000000000002,0.0976327813800262,0.0024051874999999,0.11775,0.0490427109772695,0.0,7.42034,0.0,0.0,124.0,0.0,0.0,288.0,0.0,0.0,400.0,0.0,0.0
0.010137942558564,-0.41884022,0.1006873505390026,0.0110585939614774,-0.13422043772,0.1051598495694884,0.0433145049050335,-9.71645192,0.2081213706110777,0.0065289917426868,0.010176158856,0.0808021765962206,0.0125286335751915,-0.001976688008,0.1119313788675525,0.0031274340646573,-0.0990656464,0.0559234661359371,1.359999957889742e-14,34.20609362,1.1661903609144359e-07,3.4125600011332e-11,108.91357088,5.841712078777249e-06,0.0097599999999972,425.97,0.0987927122818138,0.0191864,1.923,0.1385149811392255,0.0015486874999999,0.01325,0.0393533670732251,0.0,7.61814,0.0,0.0,123.0,0.0,0.0,283.0,0.0,0.0,403.0,0.0,0.0
0.0102852256754671,-0.4834114359999999,0.1014161016578092,0.0123070487675087,-0.1028748546,0.1109371388107191,0.0808063950749376,-9.72588232,0.2842646567460289,0.0060017713402773,-0.0011447103999999,0.077471100032705,0.0068302403630976,-0.0192757972,0.0826452682438486,0.0001274692558233,-0.0718856152,0.0112902283335351,7.840000029760777e-14,34.20609434,2.800000005314425e-07,3.872560002937256e-11,108.91354898,6.22298963757554e-06,0.0010239999999994,425.874,0.0319999999999907,0.01455936,2.0058,0.1206621730286672,0.0002716873725,0.098750005,0.0164829418642433,0.0,7.753775,0.0,0.0,126.0,0.0,0.0,277.0,0.0,0.0,406.0,0.0,0.0
0.0093267083334661,-0.598372232,0.096574884589453,0.0195596706249983,-0.1093227143999999,0.1398558923499411,0.0562762206106399,-9.7872656,0.2372260959731031,0.0068565762021399,-0.0124359107999999,0.082804445545755,0.0133948396291494,-0.03049061216,0.115736077474353,0.0006736211764795,-0.02373723596,0.0259542130776392,1.7839999956528266e-13,34.20609234,4.2237424112424594e-07,3.872640000460752e-11,108.91352706,6.223053913040407e-06,0.0072160000000005,425.558,0.0849470423263842,0.0028107999999999,1.953,0.0530169784125802,0.00260425,0.2455,0.0510318527980319,0.0,7.863977,0.0,0.0,124.0,0.0,0.0,283.0,0.0,0.0,406.0,0.0,0.0
0.0095883600441251,-0.613330196,0.0979201717937891,0.0189718770532885,-0.0877387927999999,0.1377384370946925,0.0464302555848544,-9.76523984,0.2154768098539943,0.0128208414993571,0.0125665962,0.1132291548116348,0.0074703989958795,0.0005821731599999,0.0864314699393658,0.0013754577064444,0.05265603414,0.0370871636343954,8.800000006723351e-14,34.206091300000004,2.9664793959714853e-07,3.533759998827265e-11,108.91350498,5.944543715734005e-06,0.00196,425.18,0.0442718872423581,0.0578867999999999,1.83,0.2405967580828968,0.0071676875,0.16375,0.0846621964042984,0.0,8.313267,0.0,0.0,121.0,0.0,0.0,280.0,0.0,0.0,404.0,0.0,0.0
